index,file,Start,Stop,EPI,EPI_NEXT,Class
106,l_50,123390,139782,HAS,HPE,1
108,l_54,7760,13243,HAS,HPE,1
109,l_55,54167,62256,HAS,HVF,0
110,l_55,462045,476926,HAS,HPE,1
111,l_56,49455,59428,HAS,HVF,0
113,l_60,199064,205449,HAS,HVF,0
114,l_63,504246,513511,HAS,HVF,0
115,l_66,252432,263749,HAS,HPE,1
117,l_71,381891,384123,HAS,HPE,1
118,s_101,329305,364873,HAS,HVF,0
119,s_103,198310,206087,HAS,HVF,0
120,s_103,250466,255489,HAS,HVF,0
121,s_103,311763,315317,HAS,HPE,1
122,s_103,471854,478448,HAS,HVF,0
123,s_103,604390,631522,HAS,HVF,0
125,s_234,185636,187567,HAS,HPE,1
126,s_245,234518,238267,HAS,HPE,1
127,s_245,580736,584781,HAS,HPE,1
128,s_247,198373,208810,HAS,HPE,1
129,s_253,153882,161403,HAS,HPE,1
130,s_257,151636,153750,HAS,HVF,0
131,s_360,160255,166279,HAS,HPE,1
133,s_369,242013,246777,HAS,HPE,1
134,s_373,276098,302863,HAS,HPE,1
135,s_393,5564,10208,HAS,HVF,0
136,s_72,8180,16545,HAS,HPE,1
137,s_77,44060,46988,HAS,HVF,0
138,s_77,324504,336479,HAS,HVF,0
139,s_82,262501,264786,HAS,HVF,0
140,s_83,94876,104138,HAS,HPE,1
141,s_83,537992,543474,HAS,HPE,1
143,s_83,669910,672912,HAS,HPE,1
144,s_83,901488,923626,HAS,HVF,0
145,s_84,1298,11340,HAS,HPE,1
146,s_84,75909,78310,HAS,HPE,1
147,s_86,2013,23118,HAS,HVF,0
148,s_86,58707,72526,HAS,HVF,0
150,s_87,91798,98578,HAS,HVF,0
151,s_88,1,10118,HAS,HPE,1
152,s_89,145532,149003,HAS,HVF,0
153,s_90,171579,173277,HAS,HVF,0
154,s_91,108358,115857,HAS,HPE,1
155,s_94,25127,30271,HAS,HVF,0
156,s_95,874819,876684,HAS,HPE,1
