index,file,Start,Stop,EPI,EPI_NEXT,Class
50,a_164,63107,66470,HVF,HVT,1
51,a_164,117320,127099,HVT,HVF,1
52,a_17,103144,109494,HVF,HAS,1
55,a_172,689621,692531,HVF,HVT,1
56,a_173,559221,573992,HVT,HPE,1
57,a_173,710096,713284,HVT,HPE,1
59,a_173,1063336,1072889,HVF,HAS,1
60,a_176,159695,256206,HVF,HAS,1
61,a_176,578932,594166,HVF,HPR,0
62,a_18,96160,100481,HVF,HPE,1
63,a_18,296658,301042,HVF,HPE,1
64,a_18,407424,411164,HVF,HPE,1
65,a_18,514892,524255,HVT,HPE,1
66,a_181,453478,465930,HVF,HAS,1
67,a_181,708736,715844,HVF,HPE,1
68,a_186,130427,137372,HVF,HPR,0
69,a_19,68981,78405,HVF,HPE,1
70,a_19,122119,139834,HVF,HPE,1
71,a_19,230189,234665,HVF,HPE,1
72,a_19,297055,299467,HVT,HVF,1
73,a_2,81103,88484,HVF,HPE,1
74,a_2,422639,428891,HVF,HPE,1
75,a_2,534002,538568,HVF,HPE,1
76,a_2,1141337,1148379,HVT,HVF,1
77,a_2,1148380,1190708,HVF,HAS,1
78,a_20,118588,126025,HVF,HAS,1
79,a_20,220718,226145,HVF,HPE,1
80,a_20,325921,334723,HVF,HAS,1
81,a_20,440844,446078,HVF,HAS,1
82,a_20,530361,534473,HVF,HVT,1
83,a_20,665349,670616,HVF,HPE,1
84,a_21,95115,100201,HVF,HAS,1
86,a_21,317815,321070,HVF,HPE,1
88,a_21,446173,449907,HVF,HAS,1
89,a_21,640837,647217,HVT,HVF,1
90,a_22,100355,118504,HVF,HAS,1
91,a_23,161017,168832,HVF,HAS,1
92,a_23,429016,436262,HVF,HAS,1
93,a_23,553162,558712,HVF,HPE,1
95,a_23,803303,818824,HVF,HAS,1
96,a_23,856626,859695,HVT,HVF,1
97,a_23,859696,874569,HVF,HAS,1
98,a_24,216210,221802,HVF,HAS,1
99,a_24,314239,320413,HVF,HAS,1
100,a_24,412928,418409,HVF,HAS,1
101,a_24,535347,542832,HVF,HAS,1
103,a_25,72841,77370,HVF,HAS,1
104,a_25,123612,133448,HVF,HAS,1
105,a_25,184135,190216,HVF,HAS,1
106,a_25,250717,255746,HVF,HAS,1
107,a_25,310911,317063,HVF,HAS,1
109,a_25,528981,533953,HVF,HPE,1
110,a_25,540061,544475,HVF,HPE,1
111,a_25,559072,567072,HVF,HAS,1
112,a_25,657503,662299,HVF,HAS,1
113,a_25,760915,767513,HVF,HPE,1
114,a_25,871332,877135,HVF,HPE,1
115,a_25,980701,988456,HVF,HPE,1
116,a_26,160690,169930,HVF,HPE,1
117,a_26,265048,266851,HVF,HPE,1
118,a_27,142604,144191,HVF,HAS,1
119,a_27,249209,253575,HVF,HPE,1
120,a_27,387819,392955,HVF,HPE,1
121,a_27,755592,760070,HVF,HAS,1
123,a_27,910884,913090,HVF,HAS,1
125,a_270,98467,108843,HVF,HAS,1
126,a_270,206525,214821,HVF,HAS,1
127,a_270,318591,326808,HVF,HAS,1
128,a_270,418427,453869,HVF,HAS,1
129,a_271,219662,228147,HVF,HAS,1
132,a_271,685613,690237,HVF,HPE,1
133,a_271,698078,702614,HVF,HPE,1
136,a_275,289345,299161,HVF,HPE,1
137,a_275,409476,414764,HVF,HPE,1
138,a_279,89581,96981,HVF,HAS,1
139,a_28,102307,107400,HVF,HPE,1
140,a_28,283437,287715,HVT,HVF,1
141,a_28,403363,406351,HVF,HAS,1
142,a_282,2900,14468,HVF,HAS,1
143,a_282,342937,347763,HVF,HPR,0
144,a_284,1,23608,HVF,HAS,1
145,a_287,106212,113607,HVF,HAS,1
146,a_287,221972,232454,HVF,HAS,1
147,a_287,336512,343361,HVF,HPE,1
148,a_287,723462,774395,HVF,HPE,1
149,a_29,27828,37761,HVF,HPE,1
150,a_29,48401,61793,HVF,HAS,1
151,a_291,134968,149569,HVF,HAS,1
152,a_291,249924,260853,HVF,HAS,1
153,a_291,356170,361479,HVF,HAS,1
154,a_291,447510,474249,HVF,HAS,1
155,a_291,576941,582694,HVF,HPE,1
157,a_292,110716,118312,HVF,HAS,1
158,a_292,217350,223665,HVF,HAS,1
159,a_292,441101,450834,HVF,HPE,1
160,a_295,153529,158529,HVF,HAS,1
161,a_295,306596,316686,HVF,HAS,1
162,a_295,454003,459324,HVF,HAS,1
163,a_297,102029,109118,HVF,HAS,1
164,a_298,109320,114584,HVF,HPE,1
165,a_299,537121,548404,HVF,HAS,1
166,a_299,1043451,1066985,HVF,HPE,1
167,a_300,362831,365681,HVF,HAS,1
169,a_302,231712,239544,HVF,HPR,0
170,a_304,75151,82983,HVF,HAS,1
171,a_304,221671,228644,HVF,HAS,1
172,a_306,94428,99506,HVF,HPE,1
173,a_306,282692,292287,HVF,HPE,1
174,a_306,625889,633004,HVF,HAS,1
175,a_306,1331944,1335999,HVT,HPR,0
176,a_306,1409305,1417633,HVT,HPR,0
177,a_306,1440449,1449824,HVT,HPR,0
178,a_306,1494124,1505486,HVT,HPR,0
179,a_306,1541132,1551168,HVT,HPR,0
180,a_31,89253,93862,HVT,HAS,1
181,a_32,113093,117162,HVF,HAS,1
182,a_33,157085,162429,HVF,HAS,1
183,a_34,8510,96963,HVF,HAS,1
184,a_34,420330,425807,HVF,HPR,0
185,a_34,728866,735278,HVT,HVF,1
186,a_34,735279,741778,HVF,HPE,1
187,a_34,947898,964794,HVT,HPR,0
188,a_35,117601,122809,HVF,HAS,1
189,a_35,452702,458180,HVF,HAS,1
190,a_35,597761,608088,HVT,HPR,0
191,a_36,39783,46410,HVF,HPR,0
192,a_37,109994,113887,HVF,HAS,1
193,a_38,429005,436757,HVF,HPR,0
194,a_38,448922,454807,HVF,HPR,0
195,a_38,462132,468007,HVF,HPR,0
196,a_38,471807,476289,HVF,HPR,0
197,a_38,482547,486941,HVF,HPR,0
198,a_38,592384,600572,HVF,HPR,0
199,a_38,630403,637371,HVF,HPE,1
200,a_38,640133,645673,HVF,HPR,0
201,a_38,654095,659878,HVF,HPR,0
202,a_38,680135,696202,HVF,HPR,0
203,a_38,837674,845367,HVF,HVT,1
204,a_38,847351,855573,HVT,HPE,1
205,a_38,863594,868604,HVF,HVT,1
206,a_38,869894,875717,HVT,HPE,1
208,a_38,996817,1001987,HVT,HPE,1
209,a_38,1023990,1026600,HVT,HVF,1
210,a_38,1026601,1033894,HVF,HPE,1
211,a_39,98145,103353,HVF,HPE,1
212,a_39,217192,224696,HVF,HAS,1
213,a_39,332925,340220,HVF,HAS,1
214,a_39,345987,348931,HVF,HAS,1
215,a_39,441253,448652,HVF,HAS,1
216,a_39,455021,459077,HVF,HAS,1
217,a_39,1127392,1131693,HVF,HPE,1
218,a_41,150309,157871,HVF,HAS,1
219,a_41,205897,211525,HVF,HPE,1
220,a_41,312273,317398,HVF,HPR,0
221,a_42,366371,371212,HVF,HAS,1
222,a_42,591780,608361,HVF,HAS,1
223,a_42,618816,633798,HVF,HPE,1
224,a_43,70812,94799,HVF,HPE,1
225,a_6,94696,102390,HVF,HAS,1
226,a_7,530617,541517,HVT,HPE,1
229,a_7,576926,578957,HVT,HPE,1
230,a_8,444788,467946,HVF,HPE,1
231,a_8,486687,488208,HVT,HPE,1
232,a_8,525511,532942,HVF,HPE,1
233,a_8,652482,666146,HVT,HPR,0
234,a_9,665903,670990,HVF,HAS,1
235,l_192,203347,237906,HVF,HPE,1
236,l_200,324163,327875,HVF,HAS,1
237,l_212,15130,25466,HVF,HPE,1
238,l_212,85415,95890,HVF,HPE,1
239,l_212,115006,119338,HVF,HPE,1
240,l_216,12275,22221,HVF,HAS,1
241,l_216,85163,93601,HVF,HAS,1
242,l_216,110889,117058,HVF,HAS,1
243,l_216,131302,159706,HVF,HAS,1
244,l_216,191536,197265,HVF,HAS,1
245,l_216,217854,245237,HVF,HAS,1
246,l_216,269660,277238,HVF,HPE,1
247,l_216,330593,339990,HVF,HAS,1
248,l_216,360056,362454,HVF,HPE,1
249,l_216,396722,404192,HVF,HAS,1
250,l_216,442180,449259,HVF,HAS,1
251,l_216,474634,481855,HVF,HAS,1
252,l_216,507427,515831,HVF,HAS,1
253,l_220,6007,13201,HVF,HAS,1
254,l_220,19917,34614,HVF,HAS,1
255,l_220,96290,106477,HVF,HAS,1
256,l_220,734638,742474,HVF,HAS,1
257,l_220,793729,801668,HVF,HAS,1
258,l_220,810474,824211,HVF,HAS,1
259,l_226,82724,131747,HVF,HAS,1
260,l_226,220718,227304,HVF,HAS,1
261,l_226,329851,341743,HVF,HAS,1
262,l_226,347222,354809,HVF,HAS,1
263,l_226,412245,421980,HVF,HAS,1
264,l_226,426788,429317,HVT,HVF,1
265,l_226,509227,522498,HVF,HAS,1
266,l_311,106241,115342,HVF,HPE,1
267,l_313,309090,327241,HVF,HAS,1
268,l_313,576181,582901,HVF,HPE,1
269,l_313,659535,675008,HVF,HPE,1
271,l_313,935360,948206,HVF,HAS,1
272,l_313,981633,989925,HVF,HAS,1
273,l_313,1162512,1171390,HVF,HAS,1
274,l_318,4678,13837,HVF,HPE,1
275,l_318,195742,203176,HVF,HPE,1
276,l_318,215791,229908,HVF,HPE,1
277,l_320,189346,199131,HVF,HAS,1
278,l_321,329131,341795,HVF,HPR,0
279,l_321,349567,367091,HVF,HPR,0
280,l_322,54097,64052,HVF,HAS,1
281,l_322,277528,302347,HVF,HAS,1
282,l_322,311647,315402,HVF,HAS,1
283,l_322,663588,675648,HVF,HAS,1
284,l_323,1,2121,HVF,HVT,1
286,l_323,111290,118968,HVF,HAS,1
287,l_324,281358,292822,HVF,HAS,1
288,l_325,86969,94407,HVF,HPE,1
289,l_326,13618,21982,HVF,HAS,1
291,l_326,83175,91111,HVF,HAS,1
292,l_326,108821,123456,HVF,HAS,1
293,l_326,142336,153397,HVF,HAS,1
294,l_326,210628,228439,HVF,HAS,1
296,l_326,327835,332459,HVF,HAS,1
297,l_331,679678,693033,HVF,HAS,1
298,l_332,10663,19225,HVF,HAS,1
299,l_332,277063,289314,HVF,HPE,1
300,l_332,294469,309578,HVF,HPE,1
301,l_332,378300,391401,HVF,HPR,0
303,l_332,431429,441297,HVT,HAS,1
304,l_332,543297,561561,HVF,HPE,1
305,l_332,666644,680950,HVF,HPE,1
306,l_335,1,2084,HVF,HAS,1
307,l_335,51463,61466,HVF,HAS,1
308,l_335,118075,128021,HVF,HPE,1
309,l_335,698751,709217,HVF,HPE,1
310,l_335,885410,888027,HVF,HPE,1
311,l_336,1,5876,HVF,HAS,1
312,l_336,65509,69578,HVF,HAS,1
313,l_336,187116,202472,HVF,HAS,1
314,l_336,285116,298075,HVF,HAS,1
315,l_336,467495,481141,HVF,HPE,1
316,l_339,71670,82138,HVF,HAS,1
317,l_339,107006,118923,HVF,HAS,1
318,l_339,168329,170078,HVF,HAS,1
321,l_342,307252,323654,HVF,HPE,1
322,l_342,357669,375333,HVF,HPE,1
323,l_342,544374,556783,HVF,HPE,1
324,l_342,680779,692515,HVF,HPE,1
325,l_343,17918,24588,HVF,HAS,1
326,l_343,86920,105290,HVF,HAS,1
327,l_343,755318,757454,HVF,HAS,1
328,l_345,1,2074,HVF,HAS,1
329,l_345,17778,26622,HVF,HAS,1
330,l_345,33450,52114,HVF,HAS,1
331,l_345,576656,578518,HVF,HPE,1
332,l_345,675564,685371,HVF,HPE,1
333,l_345,751428,755497,HVF,HPE,1
334,l_346,168304,186463,HVF,HPE,1
335,l_349,173836,187648,HVF,HPE,1
336,l_349,215554,221803,HVF,HPE,1
337,l_349,247217,255668,HVF,HPE,1
338,l_350,144386,158874,HVF,HAS,1
339,l_357,1,3454,HVF,HAS,1
340,l_44,9485,20654,HVF,HAS,1
341,l_45,44,4235,HVF,HPE,1
342,l_45,100461,107029,HVF,HPE,1
343,l_45,118912,121109,HVF,HPE,1
344,l_45,173002,180272,HVF,HPE,1
345,l_45,192986,201229,HVT,HVF,1
346,l_45,741711,750028,HVF,HPE,1
347,l_46,34794,39953,HVF,HAS,1
348,l_46,169853,179442,HVF,HAS,1
349,l_46,223345,236391,HVF,HAS,1
351,l_46,351610,361525,HVF,HAS,1
352,l_46,437792,451640,HVF,HPR,0
353,l_46,568589,579113,HVF,HPR,0
354,l_47,4761,13446,HVF,HAS,1
356,l_47,63932,71158,HVF,HAS,1
357,l_49,34,6824,HVF,HAS,1
358,l_49,41198,110684,HVF,HAS,1
359,l_49,132920,142674,HVF,HAS,1
360,l_50,224617,246276,HVF,HAS,1
361,l_50,287882,297765,HVF,HAS,1
362,l_50,364277,383859,HVT,HVF,1
363,l_50,397517,407747,HVF,HPE,1
364,l_53,17238,24639,HVF,HAS,1
365,l_53,27887,36290,HVF,HAS,1
367,l_54,149157,176027,HVF,HPE,1
368,l_54,265946,274863,HVF,HPE,1
369,l_55,42541,52561,HVF,HAS,1
370,l_55,69121,71422,HVF,HPE,1
371,l_56,111358,122630,HVF,HAS,1
372,l_56,318085,329756,HVF,HAS,1
373,l_56,530048,540120,HVF,HAS,1
374,l_58,9162,13932,HVF,HPE,1
375,l_60,82384,90776,HVF,HAS,1
376,l_60,132313,142117,HVF,HAS,1
377,l_60,166602,177707,HVF,HAS,1
378,l_60,205450,216098,HVF,HAS,1
379,l_60,271103,279599,HVF,HAS,1
380,l_60,348929,358072,HVF,HPE,1
381,l_60,360374,369169,HVF,HPE,1
382,l_60,422958,439946,HVF,HPE,1
383,l_61,613205,622096,HVT,HAS,1
384,l_61,751628,761963,HVT,HPE,1
385,l_62,213690,225258,HVF,HAS,1
386,l_62,259894,317068,HVF,HAS,1
387,l_63,324954,338257,HVF,HAS,1
388,l_63,434156,441332,HVF,HAS,1
390,l_63,699650,704679,HVT,HVF,1
391,l_63,704680,711356,HVF,HAS,1
392,l_63,798604,804317,HVF,HAS,1
393,l_63,835744,844018,HVF,HPE,1
394,l_65,1,6259,HVF,HPE,1
395,l_65,605529,622949,HVF,HPE,1
396,l_65,627304,636095,HVF,HPR,0
397,l_66,1,2613,HVF,HAS,1
398,l_66,37912,46286,HVF,HPE,1
399,l_66,113756,127315,HVF,HPE,1
400,l_66,202644,215107,HVF,HPE,1
401,l_66,219637,222128,HVF,HPE,1
403,l_66,384539,399219,HVF,HPE,1
404,l_66,432286,448641,HVF,HPE,1
405,l_66,616633,628324,HVF,HPR,0
406,l_66,670350,679586,HVF,HPE,1
407,l_66,730138,743434,HVF,HPR,0
408,l_66,795946,798699,HVF,HPR,0
409,l_66,813211,864443,HVF,HPR,0
410,l_66,889293,894081,HVT,HPR,0
411,l_67,51768,62435,HVF,HAS,1
412,l_67,66317,74266,HVF,HPE,1
414,l_71,238056,243806,HVF,HPE,1
415,s_100,199117,215529,HVF,HPE,1
416,s_100,254964,275340,HVF,HPE,1
417,s_101,183428,185322,HVF,HPE,1
418,s_101,194708,196435,HVF,HAS,1
419,s_101,318829,327738,HVF,HAS,1
420,s_103,53205,69369,HVF,HAS,1
422,s_103,149571,161522,HVF,HAS,1
423,s_103,188346,197461,HVF,HAS,1
424,s_103,255490,258846,HVF,HAS,1
427,s_104,134364,144384,HVF,HAS,1
428,s_106,203373,206931,HVT,HVF,1
429,s_245,58,3537,HVF,HAS,1
430,s_245,221732,233126,HVT,HAS,1
431,s_245,390257,400321,HVF,HPE,1
432,s_245,443011,453002,HVF,HPE,1
434,s_250,772394,773929,HVF,HAS,1
436,s_253,140338,152506,HVF,HAS,1
437,s_257,96,6439,HVF,HAS,1
438,s_257,162350,163879,HVF,HAS,1
439,s_259,328001,361606,HVF,HPE,1
440,s_259,383366,395892,HVF,HPE,1
441,s_267,44110,47151,HVF,HPE,1
442,s_360,148126,158144,HVF,HAS,1
443,s_360,226980,237575,HVF,HPE,1
444,s_363,6837,15120,HVF,HAS,1
445,s_363,79217,83480,HVF,HPE,1
446,s_366,290120,304147,HVF,HAS,1
447,s_375,1,4102,HVF,HPE,1
448,s_375,121417,129675,HVF,HAS,1
449,s_375,243040,255142,HVF,HAS,1
450,s_375,335895,360975,HVF,HAS,1
451,s_381,497504,505389,HVF,HPE,1
452,s_382,1,8050,HVF,HAS,1
453,s_382,120088,132470,HVF,HAS,1
454,s_383,162427,171755,HVF,HAS,1
455,s_387,437556,447417,HVF,HPE,1
456,s_390,633627,645873,HVF,HAS,1
458,s_73,18991,27541,HVF,HAS,1
459,s_73,266338,278381,HVF,HPR,0
460,s_74,2354,3940,HVF,HPE,1
461,s_75,517756,526966,HVF,HPE,1
462,s_75,591712,602777,HVF,HPE,1
465,s_76,1729,3391,HVF,HPE,1
466,s_76,123499,125249,HVF,HAS,1
467,s_76,166855,177189,HVF,HAS,1
468,s_76,323939,333798,HVF,HPR,0
470,s_77,102385,104203,HVF,HAS,1
471,s_77,289060,291195,HVF,HPE,1
472,s_78,24387,26012,HVF,HAS,1
473,s_78,158137,171066,HVF,HAS,1
475,s_78,411120,419620,HVF,HPR,0
476,s_78,487413,495893,HVF,HPE,1
477,s_79,704660,714675,HVF,HPE,1
478,s_79,763724,774594,HVF,HPE,1
479,s_79,777950,781438,HVF,HPE,1
480,s_79,782640,793420,HVF,HPE,1
481,s_79,902352,912404,HVF,HPE,1
482,s_80,230003,239619,HVT,HPE,1
484,s_81,346892,354448,HVF,HPR,0
485,s_81,395868,409538,HVF,HPE,1
486,s_81,656869,660868,HVF,HPE,1
487,s_81,746179,759071,HVF,HPE,1
489,s_81,862934,865793,HVF,HPE,1
490,s_81,919313,945268,HVF,HPE,1
491,s_81,994880,1009203,HVF,HPE,1
492,s_82,66,8092,HVF,HAS,1
493,s_82,104111,126970,HVF,HAS,1
494,s_82,182608,195691,HVF,HAS,1
495,s_82,230279,241259,HVF,HAS,1
496,s_82,264787,280002,HVF,HAS,1
497,s_82,330179,352864,HVF,HAS,1
498,s_82,400538,410718,HVF,HAS,1
499,s_82,454243,457299,HVF,HAS,1
500,s_82,489789,499718,HVF,HPE,1
501,s_82,560291,572812,HVF,HPR,0
502,s_83,419341,427518,HVF,HAS,1
504,s_83,565310,574152,HVF,HAS,1
505,s_83,659900,668051,HVF,HAS,1
506,s_83,767029,775756,HVF,HAS,1
507,s_83,806760,816505,HVF,HAS,1
508,s_83,858042,866908,HVF,HAS,1
509,s_84,151773,191313,HVF,HAS,1
510,s_84,355695,455500,HVF,HAS,1
511,s_84,479078,496703,HVF,HAS,1
512,s_85,453562,464039,HVF,HPE,1
513,s_85,560747,571142,HVF,HAS,1
514,s_85,686942,697255,HVF,HPE,1
515,s_86,45603,56586,HVF,HAS,1
516,s_86,99292,111995,HVF,HAS,1
517,s_86,156823,168029,HVF,HAS,1
518,s_86,321226,330294,HVF,HPE,1
519,s_87,69317,90349,HVF,HAS,1
520,s_87,136143,144519,HVF,HAS,1
521,s_89,149004,156877,HVF,HAS,1
522,s_90,1956,12475,HVF,HAS,1
523,s_90,142708,156966,HVF,HAS,1
524,s_90,207764,221363,HVF,HAS,1
525,s_90,265647,275181,HVF,HPE,1
526,s_90,278986,286909,HVF,HPE,1
527,s_91,103916,106803,HVF,HAS,1
529,s_91,831295,841555,HVF,HPE,1
530,s_91,941674,951031,HVF,HPE,1
532,s_92,77536,87971,HVF,HAS,1
533,s_92,631270,641541,HVF,HPE,1
534,s_93,205831,217620,HVF,HAS,1
535,s_94,48586,59152,HVF,HAS,1
536,s_95,282688,292539,HVT,HAS,1
537,s_95,358223,368685,HVT,HAS,1
538,s_96,43308,52661,HVF,HAS,1
540,s_97,11783,20260,HVF,HAS,1
542,s_98,205831,217620,HVF,HAS,1
